"TargetModule","Coverage"
"cursors","0.5625"
"cursors_untyped","0.5625"

"meta","0.7936507936507936"
"meta_typed","0.7936507936507936"

"strings","0.8363636363636363"
"strings_untyped","0.7272727272727273"

"common","0.58"
"common_untyped","0.4"
